Id no.,Dex no.,id,Species,Type 1,Type 2,HP Group,Starting HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,size helper,,,Size Class,weight helper,Weight Class,Egg Group 1,Egg Group 2,Ability 1,Ability 2,Hidden Ability,Region,Relevant?
150,110,weezing-galarian,Galarian Weezing,Poison,Fairy,+1d6/lvl,20,9,12,8,7,6,9,10,118,Large,35.27,Light,Amorphous,,Levitate,Neutralizing Gas,Misty Surge,Galar,
151,111,rhyhorn-default,Rhyhorn,Ground,Rock,+1d8/lvl,21,8,9,3,3,2,3,3,39,Small,253.53,Heavy,Monster,Field,Lightning Rod,Rock Head,Reckless,Kanto,y
152,112,rhydon-default,Rhydon,Ground,Rock,+1d10/lvl,22,13,12,4,4,4,6,3,75,Medium,264.55,Heavy,Monster,Field,Lightning Rod,Rock Head,Reckless,Kanto,
153,113,chansey-default,Chansey,Normal,,+1d12/lvl,23,0,0,3,10,5,3,7,43,Medium,76.28,Light,Fairy,,Natural Cure,Serene Grace,Healer,Kanto,y
154,114,tangela-default,Tangela,Grass,,+1d6/lvl,20,5,11,10,4,6,3,3,39,Small,77.16,Light,Grass,,Chlorophyll,Leaf Guard,Regenerator,Kanto,y
155,115,kangaskhan-default,Kangaskhan,Normal,,+1d10/lvl,22,9,8,4,8,9,7,3,87,Large,176.37,Medium,Monster,,Early Bird,Scrappy,Inner Focus,Kanto,y
156,115,kangaskhan-mega-evolution,Mega Kangaskhan,Normal,,+1d10/lvl,22,12,10,6,10,10,7,3,87,Large,220.46,Medium,Monster,,Parental Bond,,,Kanto,
157,116,horsea-default,Horsea,Water,,+1d4/lvl,19,4,7,7,2,6,1,4,16,Small,17.64,Light,Water 1,Dragon,Swift Swim,Sniper,Damp,Kanto,y
158,117,seadra-default,Seadra,Water,,+1d6/lvl,20,6,9,9,4,8,3,11,47,Medium,55.12,Light,Water 1,Dragon,Poison Point,Sniper,Damp,Kanto,
159,118,goldeen-default,Goldeen,Water,,+1d6/lvl,20,6,6,3,5,6,1,12,24,Small,33.07,Light,Water 2,,Swift Swim,Water Veil,Lightning Rod,Kanto,y
160,119,seaking-default,Seaking,Water,,+1d8/lvl,21,9,6,6,8,6,4,3,51,Medium,85.98,Light,Water 2,,Swift Swim,Water Veil,Lightning Rod,Kanto,
161,120,staryu-default,Staryu,Water,,+1d4/lvl,19,4,5,7,5,8,2,7,31,Small,76.06,Light,Water 3,,Illuminate,Natural Cure,Analytic,Kanto,y
162,121,starmie-default,Starmie,Water,Psychic,+1d6/lvl,20,7,8,10,8,11,3,7,43,Medium,176.37,Medium,Water 3,,Illuminate,Natural Cure,Analytic,Kanto,
163,122,mr-mime-default,Mr Mime,Psychic,Fairy,+1d4/lvl,19,4,6,10,12,9,4,3,51,Medium,120.15,Medium,Human-Like,,Soundproof,Filter,Technician,Kanto,y
164,122,mr-mime-galarian,Galarian Mr Mime,Ice,Psychic,+1d6/lvl,20,6,6,9,9,10,4,7,55,Medium,125.22,Medium,Human-Like,,Vital Spirit,Screen Cleaner,Ice Body,Galar,y
165,123,scyther-default,Scyther,Bug,Flying,+1d8/lvl,21,11,8,5,8,10,4,11,59,Medium,123.46,Medium,Bug,,Swarm,Technician,Steadfast,Kanto,y
166,124,jynx-default,Jynx,Ice,Psychic,+1d6/lvl,20,5,3,11,9,9,4,7,55,Medium,89.51,Light,Human-Like,,Oblivious,Forewarn,Dry Skin,Kanto,y
167,125,electabuzz-default,Electabuzz,Electric,,+1d6/lvl,20,8,5,9,8,10,3,7,43,Medium,66.14,Light,Human-Like,,Static,,Vital Spirit,Kanto,y
168,126,magmar-default,Magmar,Fire,,+1d6/lvl,20,9,5,10,8,9,4,3,51,Medium,98.11,Light,Human-Like,,Flame Body,,Vital Spirit,Kanto,y
169,127,pinsir-default,Pinsir,Bug,,+1d6/lvl,20,12,10,5,7,8,4,11,59,Medium,121.25,Medium,Bug,,Hyper Cutter,Mold Breaker,Moxie,Kanto,y
170,127,pinsir-mega-evolution,Mega Pinsir,Bug,Flying,+1d6/lvl,20,15,12,6,9,10,5,7,67,Medium,130.07,Medium,Bug,,Aerilate,,,Kanto,
171,128,tauros-default,Tauros,Normal,,+1d8/lvl,21,10,9,4,7,11,4,7,55,Medium,194.89,Medium,Field,,Intimidate,Anger Point,Sheer Force,Kanto,y
172,128,tauros-paldean-combat-breed,Paldean Combat Breed Tauros,Fighting,,+1d8/lvl,21,11,10,3,7,10,4,7,55,Medium,253.53,Heavy,Field,,Intimidate,Anger Point,Cud Chew,Paldea,y
173,128,tauros-paldean-blaze-breed,Paldean Blaze Breed Tauros,Fighting,Fire,+1d8/lvl,21,11,10,3,7,10,4,7,55,Medium,187.39,Medium,Field,,Intimidate,Anger Point,Cud Chew,Paldea,y
174,128,tauros-paldean-aqua-breed,Paldean Aqua Breed Tauros,Fighting,Water,+1d8/lvl,21,11,10,3,7,10,4,7,55,Medium,242.51,Medium,Field,,Intimidate,Anger Point,Cud Chew,Paldea,y
175,129,magikarp-default,Magikarp,Water,,+1d4/lvl,19,1,5,1,2,8,2,11,35,Small,22.05,Light,Water 2,Dragon,Swift Swim,,Rattled,Kanto,y
176,130,gyarados-default,Gyarados,Water,Flying,+1d10/lvl,22,12,7,6,10,8,21,4,256,Gargantuan,518.09,Massive,Water 2,Dragon,Intimidate,,Moxie,Kanto,
177,130,gyarados-mega-evolution,Mega Gyarados,Water,Dark,+1d10/lvl,22,15,10,7,13,8,21,4,256,Gargantuan,672.41,Massive,Water 2,Dragon,Mold Breaker,,,Kanto,
178,131,lapras-default,Lapras,Water,Ice,+1d12/lvl,23,8,8,8,9,6,8,2,98,Large,485.02,Heavy,Monster,Water 1,Water Absorb,Shell Armor,Hydration,Kanto,y
179,132,ditto-default,Ditto,Normal,,+1d6/lvl,20,4,4,4,4,4,0,12,12,Small,8.82,Feather,Ditto,,Limber,,Imposter,Kanto,y
180,133,eevee-default,Eevee,Normal,,+1d6/lvl,20,5,5,4,6,5,0,12,12,Small,14.33,Light,Field,,Run Away,Adaptability,Anticipation,Kanto,y
181,134,vaporeon-default,Vaporeon,Water,,+1d12/lvl,23,6,6,11,9,6,3,3,39,Small,63.93,Light,Field,,Water Absorb,,Hydration,Kanto,
182,135,jolteon-default,Jolteon,Electric,,+1d6/lvl,20,6,6,11,9,13,2,7,31,Small,54.01,Light,Field,,Volt Absorb,,Quick Feet,Kanto,
183,136,flareon-default,Flareon,Fire,,+1d6/lvl,20,13,6,9,11,6,2,11,35,Small,55.12,Light,Field,,Flash Fire,,Guts,Kanto,
184,137,porygon-default,Porygon,Normal,,+1d6/lvl,20,6,7,8,7,4,2,7,31,Small,80.47,Light,Mineral,,Trace,Download,Analytic,Kanto,y
185,138,omanyte-default,Omanyte,Rock,Water,+1d4/lvl,19,4,10,9,5,3,1,4,16,Small,16.53,Light,Water 1,Water 3,Swift Swim,Shell Armor,Weak Armor,Kanto,y
186,139,omastar-default,Omastar,Rock,Water,+1d8/lvl,21,6,12,11,7,5,3,3,39,Small,77.16,Light,Water 1,Water 3,Swift Swim,Shell Armor,Weak Armor,Kanto,
187,140,kabuto-default,Kabuto,Rock,Water,+1d4/lvl,19,8,9,5,4,5,1,8,20,Small,25.35,Light,Water 1,Water 3,Swift Swim,Battle Armor,Weak Armor,Kanto,y
188,141,kabutops-default,Kabutops,Rock,Water,+1d6/lvl,20,11,10,6,7,8,4,3,51,Medium,89.29,Light,Water 1,Water 3,Swift Swim,Battle Armor,Weak Armor,Kanto,
189,142,aerodactyl-default,Aerodactyl,Rock,Flying,+1d8/lvl,21,10,6,6,7,13,5,11,71,Medium,130.07,Medium,Flying,,Rock Head,Pressure,Unnerve,Kanto,y
190,142,aerodactyl-mega-evolution,Mega Aerodactyl,Rock,Flying,+1d8/lvl,21,13,8,7,9,15,6,11,83,Medium,174.16,Medium,Flying,,Tough Claws,,,Kanto,
191,143,snorlax-default,Snorlax,Normal,,+1d12/lvl,23,11,6,6,11,3,6,11,83,Medium,1014.13,Massive,Monster,,Immunity,Thick Fat,Gluttony,Kanto,y
192,144,articuno-default,Articuno,Ice,Flying,+1d8/lvl,21,8,10,9,12,8,5,7,67,Medium,122.14,Medium,No Eggs Discovered,,Pressure,,Snow Cloak,Kanto,y
193,144,articuno-galarian,Galarian Articuno,Psychic,Flying,+1d8/lvl,21,8,8,12,10,9,5,7,67,Medium,112.22,Medium,No Eggs Discovered,,Competitive,,,Galar,y
194,145,zapdos-default,Zapdos,Electric,Flying,+1d8/lvl,21,9,8,12,9,10,5,3,63,Medium,115.96,Medium,No Eggs Discovered,,Pressure,,Static,Kanto,y
195,145,zapdos-galarian,Galarian Zapdos,Fighting,Flying,+1d8/lvl,21,12,9,8,9,10,5,3,63,Medium,128.31,Medium,No Eggs Discovered,,Defiant,,Static,Galar,y
196,146,moltres-default,Moltres,Fire,Flying,+1d8/lvl,21,10,9,12,8,9,6,7,79,Medium,132.28,Medium,No Eggs Discovered,,Pressure,,Flame Body,Kanto,y
197,146,moltres-galarian,Galarian Moltres,Dark,Flying,+1d8/lvl,21,8,9,10,12,9,6,7,79,Medium,145.5,Medium,No Eggs Discovered,,Berserk,,Flame Body,Galar,y
198,147,dratini-default,Dratini,Dragon,,+1d4/lvl,19,6,4,5,5,5,5,11,71,Medium,7.28,Feather,Water 1,Dragon,Shed Skin,,Marvel Scale,Kanto,y
199,148,dragonair-default,Dragonair,Dragon,,+1d6/lvl,20,8,6,7,7,7,13,1,157,Large,36.38,Light,Water 1,Dragon,Shed Skin,,Marvel Scale,Kanto,
200,149,dragonite-default,Dragonite,Dragon,Flying,+1d8/lvl,21,13,9,10,10,8,7,3,87,Large,462.97,Heavy,Water 1,Dragon,Inner Focus,,Multiscale,Kanto,
201,150,mewtwo-default,Mewtwo,Psychic,,+1d10/lvl,22,11,9,15,9,13,6,7,79,Medium,268.96,Heavy,No Eggs Discovered,,Pressure,,Unnerve,Kanto,y
202,150,mewtwo-mega-evolution-x,Mega X Mewtwo,Psychic,Fighting,+1d10/lvl,22,19,10,15,10,13,7,7,91,Large,279.99,Heavy,No Eggs Discovered,,Steadfast,,,Kanto,
203,150,mewtwo-mega-evolution-y,Mega Y Mewtwo,Psychic,,+1d10/lvl,22,15,7,19,12,14,4,11,59,Medium,72.75,Light,No Eggs Discovered,,Insomnia,,,Kanto,
204,151,mew-default,Mew,Psychic,,+1d10/lvl,22,10,10,10,10,10,1,4,16,Small,8.82,Feather,No Eggs Discovered,,Synchronize,,,Kanto,y
205,152,chikorita-default,Chikorita,Grass,,+1d6/lvl,20,4,6,4,6,4,2,11,35,Small,14.11,Light,Monster,Grass,Overgrow,,Leaf Guard,Johto,y
206,153,bayleef-default,Bayleef,Grass,,+1d6/lvl,20,6,8,6,8,6,3,11,47,Medium,34.83,Light,Monster,Grass,Overgrow,,Leaf Guard,Johto,
207,154,meganium-default,Meganium,Grass,,+1d8/lvl,21,8,10,8,10,8,5,11,71,Medium,221.56,Medium,Monster,Grass,Overgrow,,Leaf Guard,Johto,
208,155,cyndaquil-default,Cyndaquil,Fire,,+1d4/lvl,19,5,4,6,5,6,1,8,20,Small,17.42,Light,Field,,Blaze,,Flash Fire,Johto,y
209,156,quilava-default,Quilava,Fire,,+1d6/lvl,20,6,5,8,6,8,2,11,35,Small,41.89,Light,Field,,Blaze,,Flash Fire,Johto,
210,157,typhlosion-default,Typhlosion,Fire,,+1d8/lvl,21,8,7,10,8,10,5,7,67,Medium,175.27,Medium,Field,,Blaze,,Flash Fire,Johto,
211,157,typhlosion-hisuian,Hisuian Typhlosion,Fire,Ghost,+1d8/lvl,21,8,7,11,8,9,5,3,63,Medium,153.88,Medium,Field,,Blaze,,Frisk,Hisui,
212,158,totodile-default,Totodile,Water,,+1d6/lvl,20,6,6,4,4,4,1,12,24,Small,20.94,Light,Monster,Water 1,Torrent,,Sheer Force,Johto,y
213,159,croconaw-default,Croconaw,Water,,+1d6/lvl,20,8,8,5,6,5,3,7,43,Medium,55.12,Light,Monster,Water 1,Torrent,,Sheer Force,Johto,
214,160,feraligatr-default,Feraligatr,Water,,+1d8/lvl,21,10,10,7,8,7,7,7,91,Large,195.77,Medium,Monster,Water 1,Torrent,,Sheer Force,Johto,
215,161,sentret-default,Sentret,Normal,,+1d4/lvl,19,4,3,3,4,2,2,7,31,Small,13.23,Light,Field,,Run Away,Keen Eye,Frisk,Johto,y
216,162,furret-default,Furret,Normal,,+1d8/lvl,21,7,6,4,5,9,5,11,71,Medium,71.65,Light,Field,,Run Away,Keen Eye,Frisk,Johto,
217,163,hoothoot-default,Hoothoot,Normal,Flying,+1d6/lvl,20,3,3,3,5,5,2,4,28,Small,46.74,Light,Flying,,Insomnia,Keen Eye,Tinted Lens,Johto,y
218,164,noctowl-default,Noctowl,Normal,Flying,+1d10/lvl,22,5,5,8,9,7,5,3,63,Medium,89.95,Light,Flying,,Insomnia,Keen Eye,Tinted Lens,Johto,
219,165,ledyba-default,Ledyba,Bug,Flying,+1d4/lvl,19,2,3,4,8,5,3,3,39,Small,23.81,Light,Bug,,Swarm,Early Bird,Rattled,Johto,y
220,166,ledian-default,Ledian,Bug,Flying,+1d6/lvl,20,3,5,5,11,8,4,7,55,Medium,78.48,Light,Bug,,Swarm,Early Bird,Iron Fist,Johto,
221,167,spinarak-default,Spinarak,Bug,Poison,+1d4/lvl,19,6,4,4,4,3,1,8,20,Small,18.74,Light,Bug,,Swarm,Insomnia,Sniper,Johto,y
222,168,ariados-default,Ariados,Bug,Poison,+1d8/lvl,21,9,7,6,7,4,3,7,43,Medium,73.85,Light,Bug,,Swarm,Insomnia,Sniper,Johto,
223,169,crobat-default,Crobat,Poison,Flying,+1d8/lvl,21,9,8,7,8,13,5,11,71,Medium,165.35,Medium,Flying,,Inner Focus,,Infiltrator,Johto,
224,170,chinchou-default,Chinchou,Water,Electric,+1d8/lvl,21,3,3,5,5,6,1,8,20,Small,26.46,Light,Water 2,,Volt Absorb,Illuminate,Water Absorb,Johto,y
225,171,lanturn-default,Lanturn,Water,Electric,+1d12/lvl,23,5,5,7,7,6,3,11,47,Medium,49.6,Light,Water 2,,Volt Absorb,Illuminate,Water Absorb,Johto,
226,172,pichu-default,Pichu,Electric,,+1d4/lvl,19,4,1,3,3,6,0,12,12,Small,4.41,Feather,No Eggs Discovered,,Static,,Lightning Rod,Johto,y
227,173,cleffa-default,Cleffa,Fairy,,+1d6/lvl,20,2,2,4,5,1,0,12,12,Small,6.61,Feather,No Eggs Discovered,,Cute Charm,Magic Guard,Friend Guard,Johto,y
228,174,igglybuff-default,Igglybuff,Normal,Fairy,+1d8/lvl,21,3,1,4,2,1,0,12,12,Small,2.2,Feather,No Eggs Discovered,,Cute Charm,Competitive,Friend Guard,Johto,y
229,175,togepi-default,Togepi,Fairy,,+1d4/lvl,19,2,6,4,6,2,0,12,12,Small,3.31,Feather,No Eggs Discovered,,Hustle,Serene Grace,Super Luck,Johto,y
230,176,togetic-default,Togetic,Fairy,Flying,+1d6/lvl,20,4,8,8,10,4,1,12,24,Small,7.05,Feather,Flying,Fairy,Hustle,Serene Grace,Super Luck,Johto,
231,177,natu-default,Natu,Psychic,Flying,+1d4/lvl,19,5,4,7,4,7,0,8,8,Small,4.41,Feather,Flying,,Synchronize,Early Bird,Magic Bounce,Johto,y
232,178,xatu-default,Xatu,Psychic,Flying,+1d6/lvl,20,7,7,9,7,9,4,11,59,Medium,33.07,Light,Flying,,Synchronize,Early Bird,Magic Bounce,Johto,
233,179,mareep-default,Mareep,Electric,,+1d6/lvl,20,4,4,6,4,3,1,12,24,Small,17.2,Light,Monster,Field,Static,,Plus,Johto,y
234,180,flaaffy-default,Flaaffy,Electric,,+1d8/lvl,21,5,5,8,6,4,2,7,31,Small,29.32,Light,Monster,Field,Static,,Plus,Johto,
235,181,ampharos-default,Ampharos,Electric,,+1d8/lvl,21,7,8,11,9,5,4,7,55,Medium,135.58,Medium,Monster,Field,Static,,Plus,Johto,
236,181,ampharos-mega-evolution,Mega Ampharos,Electric,Dragon,+1d8/lvl,21,9,10,16,11,4,4,7,55,Medium,135.58,Medium,Monster,Field,Mold Breaker,,,Johto,
237,182,bellossom-default,Bellossom,Grass,,+1d8/lvl,21,8,9,9,10,5,1,4,16,Small,12.79,Light,Grass,,Chlorophyll,,Healer,Johto,
238,183,marill-default,Marill,Water,Fairy,+1d8/lvl,21,2,5,2,5,4,1,4,16,Small,18.74,Light,Water 1,Fairy,Thick Fat,Huge Power,Sap Sipper,Johto,y
239,184,azumarill-default,Azumarill,Water,Fairy,+1d10/lvl,22,5,8,6,8,5,2,7,31,Small,62.83,Light,Water 1,Fairy,Thick Fat,Huge Power,Sap Sipper,Johto,
240,185,sudowoodo-default,Sudowoodo,Rock,,+1d8/lvl,21,10,11,3,6,3,3,11,47,Medium,83.78,Light,Mineral,,Sturdy,Rock Head,Rattled,Johto,y
241,186,politoed-default,Politoed,Water,,+1d8/lvl,21,7,7,9,10,7,3,7,43,Medium,74.74,Light,Water 1,,Water Absorb,Damp,Drizzle,Johto,
242,187,hoppip-default,Hoppip,Grass,Flying,+1d4/lvl,19,3,4,3,5,5,1,4,16,Small,1.1,Feather,Fairy,Grass,Chlorophyll,Leaf Guard,Infiltrator,Johto,y
243,188,skiploom-default,Skiploom,Grass,Flying,+1d6/lvl,20,4,5,4,6,8,1,12,24,Small,2.2,Feather,Fairy,Grass,Chlorophyll,Leaf Guard,Infiltrator,Johto,
244,189,jumpluff-default,Jumpluff,Grass,Flying,+1d8/lvl,21,5,7,5,9,11,2,7,31,Small,6.61,Feather,Fairy,Grass,Chlorophyll,Leaf Guard,Infiltrator,Johto,
245,190,aipom-default,Aipom,Normal,,+1d6/lvl,20,7,5,4,5,8,2,7,31,Small,25.35,Light,Field,,Run Away,Pickup,Skill Link,Johto,y
246,191,sunkern-default,Sunkern,Grass,,+1d4/lvl,19,3,3,3,3,3,0,12,12,Small,3.97,Feather,Grass,,Chlorophyll,Solar Power,Early Bird,Johto,y
247,192,sunflora-default,Sunflora,Grass,,+1d8/lvl,21,7,5,10,8,3,2,7,31,Small,18.74,Light,Grass,,Chlorophyll,Solar Power,Early Bird,Johto,
248,193,yanma-default,Yanma,Bug,Flying,+1d6/lvl,20,6,4,7,4,9,3,11,47,Medium,83.78,Light,Bug,,Speed Boost,Compound Eyes,Frisk,Johto,y
249,194,wooper-default,Wooper,Water,Ground,+1d6/lvl,20,4,4,2,2,1,1,4,16,Small,18.74,Light,Water 1,Field,Damp,Water Absorb,Unaware,Johto,y
250,194,wooper-paldean,Paldean Wooper,Poison,Ground,+1d6/lvl,20,4,4,2,2,1,1,4,16,Small,24.25,Light,Water 1,Field,Poison Point,Water Absorb,Unaware,Paldea,y
251,195,quagsire-default,Quagsire,Water,Ground,+1d10/lvl,22,8,8,6,6,3,4,7,55,Medium,165.35,Medium,Water 1,Field,Damp,Water Absorb,Unaware,Johto,
252,196,espeon-default,Espeon,Psychic,,+1d6/lvl,20,6,6,13,9,11,2,11,35,Small,58.42,Light,Field,,Synchronize,,Magic Bounce,Johto,
253,197,umbreon-default,Umbreon,Dark,,+1d10/lvl,22,6,11,6,13,6,3,3,39,Small,59.52,Light,Field,,Synchronize,,Inner Focus,Johto,
254,198,murkrow-default,Murkrow,Dark,Flying,+1d6/lvl,20,8,4,8,4,9,1,8,20,Small,4.63,Feather,Flying,,Insomnia,Super Luck,Prankster,Johto,y
255,199,slowking-default,Slowking,Water,Psychic,+1d10/lvl,22,7,8,10,11,3,6,7,79,Medium,175.27,Medium,Monster,Water 1,Oblivious,Own Tempo,Regenerator,Johto,
256,199,slowking-galarian,Galarian Slowking,Poison,Psychic,+1d10/lvl,22,6,8,11,11,3,5,11,71,Medium,175.27,Medium,Monster,Water 1,Curious Medicine,Own Tempo,Regenerator,Galar,
257,200,misdreavus-default,Misdreavus,Ghost,,+1d6/lvl,20,6,6,8,8,8,2,4,28,Small,2.2,Feather,Amorphous,,Levitate,,,Johto,y
258,201,unown-default,Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,y
259,202,wobbuffet-default,Wobbuffet,Psychic,,+1d12/lvl,23,3,5,3,5,3,4,3,51,Medium,62.83,Light,Amorphous,,Shadow Tag,,Telepathy,Johto,y
260,203,girafarig-default,Girafarig,Normal,Psychic,+1d8/lvl,21,8,6,9,6,8,4,11,59,Medium,91.49,Light,Field,,Inner Focus,Early Bird,Sap Sipper,Johto,y
261,204,pineco-default,Pineco,Bug,,+1d6/lvl,20,6,9,3,3,1,1,12,24,Small,15.87,Light,Bug,,Sturdy,,Overcoat,Johto,y
262,205,forretress-default,Forretress,Bug,Steel,+1d8/lvl,21,9,14,6,6,4,3,11,47,Medium,277.34,Heavy,Bug,,Sturdy,,Overcoat,Johto,
263,206,dunsparce-default,Dunsparce,Normal,,+1d10/lvl,22,7,7,6,6,4,4,11,59,Medium,30.86,Light,Field,,Serene Grace,Run Away,Rattled,Johto,y
264,207,gligar-default,Gligar,Ground,Flying,+1d6/lvl,20,7,10,3,6,8,3,7,43,Medium,142.86,Medium,Bug,,Hyper Cutter,Sand Veil,Immunity,Johto,y
265,208,steelix-default,Steelix,Steel,Ground,+1d8/lvl,21,8,20,5,6,3,30,2,362,Gargantuan,881.85,Massive,Mineral,,Rock Head,Sturdy,Sheer Force,Johto,
266,208,steelix-mega-evolution,Mega Steelix,Steel,Ground,+1d8/lvl,21,12,23,5,9,3,34,5,413,Gargantuan,1631.42,Massive,Mineral,,Sand Force,,,Johto,
267,209,snubbull-default,Snubbull,Fairy,,+1d6/lvl,20,8,5,4,4,3,1,12,24,Small,17.2,Light,Field,Fairy,Intimidate,Run Away,Rattled,Johto,y
268,210,granbull-default,Granbull,Fairy,,+1d8/lvl,21,12,7,6,6,4,4,7,55,Medium,107.36,Medium,Field,Fairy,Intimidate,Quick Feet,Rattled,Johto,
269,211,qwilfish-default,Qwilfish,Water,Poison,+1d6/lvl,20,9,8,5,5,8,1,8,20,Small,8.6,Feather,Water 2,,Poison Point,Swift Swim,Intimidate,Johto,y
270,211,qwilfish-hisuian,Hisuian Qwilfish,Dark,Poison,+1d6/lvl,20,9,8,5,5,8,1,8,20,Small,8.6,Feather,Water 2,,Poison Point,Swift Swim,Intimidate,Hisui,y
271,212,scizor-default,Scizor,Bug,Steel,+1d8/lvl,21,13,10,5,8,6,5,11,71,Medium,260.15,Heavy,Bug,,Swarm,Technician,Light Metal,Johto,
272,212,scizor-mega-evolution,Mega Scizor,Bug,Steel,+1d8/lvl,21,15,14,6,10,7,6,7,79,Medium,275.58,Heavy,Bug,,Technician,,,Johto,
273,213,shuckle-default,Shuckle,Bug,Rock,+1d4/lvl,19,1,23,1,23,0,1,12,24,Small,45.19,Light,Bug,,Sturdy,Gluttony,Contrary,Johto,y
274,214,heracross-default,Heracross,Bug,Fighting,+1d8/lvl,21,12,7,4,9,8,4,11,59,Medium,119.05,Medium,Bug,,Swarm,Guts,Moxie,Johto,y
275,214,heracross-mega-evolution,Mega Heracross,Bug,Fighting,+1d8/lvl,21,18,11,4,10,7,5,7,67,Medium,137.79,Medium,Bug,,Skill Link,,,Johto,
276,215,sneasel-default,Sneasel,Dark,Ice,+1d6/lvl,20,9,5,3,7,11,2,11,35,Small,61.73,Light,Field,,Inner Focus,Keen Eye,Pickpocket,Johto,y
277,215,sneasel-hisuian,Hisuian Sneasel,Fighting,Poison,+1d6/lvl,20,9,5,3,7,11,2,11,35,Small,59.52,Light,Field,,Inner Focus,Keen Eye,Pickpocket,Hisui,y
278,216,teddiursa-default,Teddiursa,Normal,,+1d6/lvl,20,8,5,5,5,4,1,12,24,Small,19.4,Light,Field,,Pickup,Quick Feet,Honey Gather,Johto,y
279,217,ursaring-default,Ursaring,Normal,,+1d8/lvl,21,13,7,7,7,5,5,11,71,Medium,277.34,Heavy,Field,,Guts,Quick Feet,Unnerve,Johto,
280,218,slugma-default,Slugma,Fire,,+1d4/lvl,19,4,4,7,4,2,2,4,28,Small,77.16,Light,Amorphous,,Magma Armor,Flame Body,Weak Armor,Johto,y
281,219,magcargo-default,Magcargo,Fire,Rock,+1d6/lvl,20,5,12,9,8,3,2,7,31,Small,121.25,Medium,Amorphous,,Magma Armor,Flame Body,Weak Armor,Johto,
282,220,swinub-default,Swinub,Ice,Ground,+1d6/lvl,20,5,4,3,3,5,1,4,16,Small,14.33,Light,Field,,Oblivious,Snow Cloak,Thick Fat,Johto,y
283,221,piloswine-default,Piloswine,Ice,Ground,+1d10/lvl,22,10,8,6,6,5,3,7,43,Medium,123.02,Medium,Field,,Oblivious,Snow Cloak,Thick Fat,Johto,
284,222,corsola-default,Corsola,Water,Rock,+1d6/lvl,20,5,9,6,9,3,1,12,24,Small,11.02,Light,Water 1,Water 3,Hustle,Natural Cure,Regenerator,Johto,y
285,222,corsola-galarian,Galarian Corsola,Ghost,,+1d6/lvl,20,5,10,6,10,3,1,12,24,Small,11.02,Light,Water 1,Water 3,Weak Armor,,Cursed Body,Galar,
286,223,remoraid-default,Remoraid,Water,,+1d4/lvl,19,6,3,6,3,6,1,12,24,Small,26.46,Light,Water 1,Water 2,Hustle,Sniper,Moody,Johto,y
287,224,octillery-default,Octillery,Water,,+1d8/lvl,21,10,7,10,7,4,2,11,35,Small,62.83,Light,Water 1,Water 2,Suction Cups,Sniper,Moody,Johto,
288,225,delibird-default,Delibird,Ice,Flying,+1d6/lvl,20,5,4,6,4,7,2,11,35,Small,35.27,Light,Water 1,Field,Vital Spirit,Hustle,Insomnia,Johto,y
289,226,mantine-default,Mantine,Water,Flying,+1d8/lvl,21,4,7,8,14,7,6,11,83,Medium,485.02,Heavy,Water 1,,Swift Swim,Water Absorb,Water Veil,Johto,y
290,227,skarmory-default,Skarmory,Steel,Flying,+1d6/lvl,20,8,14,4,7,7,5,7,67,Medium,111.33,Medium,Flying,,Keen Eye,Sturdy,Weak Armor,Johto,y
291,228,houndour-default,Houndour,Dark,Fire,+1d6/lvl,20,6,3,8,5,6,1,12,24,Small,23.81,Light,Field,,Early Bird,Flash Fire,Unnerve,Johto,y
292,229,houndoom-default,Houndoom,Dark,Fire,+1d8/lvl,21,9,5,11,8,9,4,7,55,Medium,77.16,Light,Field,,Early Bird,Flash Fire,Unnerve,Johto,
293,229,houndoom-mega-evolution,Mega Houndoom,Dark,Fire,+1d8/lvl,21,9,9,14,9,11,6,3,75,Medium,109.13,Medium,Field,,Solar Power,,,Johto,
294,230,kingdra-default,Kingdra,Water,Dragon,+1d8/lvl,21,9,9,9,9,8,5,11,71,Medium,335.1,Heavy,Water 1,Dragon,Swift Swim,Sniper,Damp,Johto,
295,231,phanpy-default,Phanpy,Ground,,+1d8/lvl,21,6,6,4,4,4,1,8,20,Small,73.85,Light,Field,,Pickup,,Sand Veil,Johto,y
296,232,donphan-default,Donphan,Ground,,+1d8/lvl,21,12,12,6,6,5,3,7,43,Medium,264.55,Heavy,Field,,Sturdy,,Sand Veil,Johto,
297,233,porygon2-default,Porygon2,Normal,,+1d8/lvl,21,8,9,10,9,6,1,12,24,Small,71.65,Light,Mineral,,Trace,Download,Analytic,Johto,
298,234,stantler-default,Stantler,Normal,,+1d8/lvl,21,9,6,8,6,8,4,7,55,Medium,156.97,Medium,Field,,Intimidate,Frisk,Sap Sipper,Johto,y
299,235,smeargle-default,Smeargle,Normal,,+1d6/lvl,20,2,3,2,4,7,3,11,47,Medium,127.87,Medium,Field,,Own Tempo,Technician,Moody,Johto,y
300,236,tyrogue-default,Tyrogue,Fighting,,+1d4/lvl,19,3,3,3,3,3,2,4,28,Small,46.3,Light,No Eggs Discovered,,Guts,Steadfast,Vital Spirit,Johto,y
